Protein	Similarity_Drug_vs_Control	pValue	FDR	Fold-change 	Fold-change 
H15N14.1c	0.7019202540877459	0.08134022796514256	0.8554940176721768	0.0777565284892046	false
Y44A6D.2	N/A	N/A	N/A	N/A	false
C43H6.3	N/A	N/A	N/A	N/A	false
T04A8.6	0.880657646392358	0.9579636770848191	0.9995692703162754	0.057117088234574453	false
C46F4.2	0.7611297330992146	0.5748066858018743	0.9995692703162754	0.05639124315084193	false
Y105E8B.1f	0.8888784964480997	0.7804619465239307	0.9995692703162754	0.053386755939674485	false
T05C12.10	N/A	N/A	N/A	N/A	false
Y105E8B.1e	0.9000377510047186	0.9598725447882153	0.9995692703162754	0.038875983411145607	false
Y105E8B.1d	0.9048958925494316	0.9818019567050953	0.9995692703162754	0.04566528842534096	false
Y105E8B.1c	0.8978211759645647	0.8624391020417965	0.9995692703162754	0.03783762162020723	false
Y105E8B.1b	0.9086090936862748	0.9444098507889964	0.9995692703162754	0.0401507386310682	false
F22F1.1	N/A	N/A	N/A	N/A	false
Y105E8B.1a	0.9134637434856049	0.9888703167631493	0.9995692703162754	0.04227357601056169	false
ZK892.4	N/A	N/A	N/A	N/A	false
C06G3.5b	0.8245341053798678	0.8437115675979057	0.9995692703162754	0.054408840237785236	false
ZK892.2	0.8523624213269531	0.7304749286372572	0.9995692703162754	0.037990204875241164	false
C06G3.5a	0.8267318011631762	0.8758053054421663	0.9995692703162754	0.05175801575537011	false
Y94H6A.10	0.679174099879619	N/A	N/A	0.16373386116334546	false
T25G12.13	N/A	N/A	N/A	N/A	false
ZK1128.5	N/A	N/A	N/A	N/A	false
ZK1128.1	N/A	N/A	N/A	N/A	false
R193.2	0.6405287943881659	0.44913497109372846	0.9995692703162754	0.03758554414407662	false
F45C12.3	N/A	N/A	N/A	N/A	false
B0365.6	0.6895833333333333	0.9563845149611149	0.9995692703162754	0.14803625377643517	false
F25D1.1c	0.7624817145675862	0.13625574241091246	0.9995692703162754	0.0768716348208858	false
F25D1.1b	0.7620033114272758	0.13625574241091246	0.9995692703162754	0.07754771950986764	false
F25D1.1a	0.7597964590222207	0.09349832677272084	0.9388124097157782	0.08468074228058835	false
B0365.3	0.9430762683625958	0.9222051972949096	0.9995692703162754	0.008533021733908588	false
B0365.1	0.8243456524624334	0.7143209468540465	0.9995692703162754	0.031115961273340476	false
C33A12.7	N/A	N/A	N/A	N/A	false
C33A12.1	0.8486202074865318	0.18904867931055472	0.9995692703162754	0.003925519601650678	false
R05D7.4	N/A	N/A	N/A	N/A	false
F09B12.3	0.8411634066163433	0.8928928605481464	0.9995692703162754	0.01748123995342909	false
C41G11.1a	N/A	N/A	N/A	N/A	false
Y53C12B.3a	N/A	N/A	N/A	N/A	false
W03D2.4	0.872351699083031	0.7290507801989559	0.9995692703162754	0.020176527548079037	false
C01G8.5b	0.8673310689391743	0.0165657651534106	0.07662062707934267	0.06182705934111409	false
C01G8.5a	0.8650980110263574	0.011428160386771698	0.045737823307566795	0.06604027236338093	false
T01G1.3	N/A	N/A	N/A	N/A	false
K07A1.8	0.7877775188418424	0.12441593490595088	0.9995692703162754	0.037326869778580504	false
K07A1.2	0.8315084272985934	0.9947748656154131	0.9995692703162754	0.08405140508048227	false
C09F9.2	0.7087930043812398	0.25059414334598495	0.9995692703162754	0.08336858851753412	false
C01B10.6b	0.8335400385475499	0.8418734728160553	0.9995692703162754	0.043243895938542436	false
C18E3.7d	0.8463065052775053	0.439033523307162	0.9995692703162754	0.012971361868650695	false
F52E10.5	0.8717418136379517	0.9831585315469443	0.9995692703162754	0.03956289684518965	false
C18E3.7c	0.8487364452465039	0.35954684022480543	0.9995692703162754	0.015623372211296936	false
C56G2.7	0.8824127948036832	0.46722910560230496	0.9995692703162754	0.014431887321298808	false
K03A1.2b	0.8450633231975696	0.6675284779362249	0.9995692703162754	0.03453187482886706	false
C38C6.6	N/A	N/A	N/A	N/A	false
Y37E11AL.7	0.8019015621441582	0.5410857596744216	0.9995692703162754	0.01938543966474609	false
H03A11.2	0.7069231766808238	0.1030450555337639	0.9784014027133293	0.0638825086514188	false
C01G8.3	N/A	N/A	N/A	N/A	false
K12G11.4	0.8793485602171417	0.7985161864501485	0.9995692703162754	0.030994648054028982	false
K12G11.3	0.9120690789127152	0.8875595046192697	0.9995692703162754	0.009824864220029865	false
F40F12.1	0.5627259049976598	0.26860703311392026	0.9995692703162754	0.06807642723353707	false
M01B12.3	0.6366176162199106	0.421871569997169	0.9995692703162754	0.1742305750456113	false
F49D11.8	0.8411656052618559	0.9587258943100981	0.9995692703162754	0.03592117122545453	false
C54D10.10	N/A	N/A	N/A	N/A	false
F49D11.1	0.6195949093990019	N/A	N/A	0.04992535663842083	false
Y87G2A.9	N/A	N/A	N/A	N/A	false
Y87G2A.6	0.7286492770909021	N/A	N/A	0.050830950824732636	false
ZC84.1	N/A	N/A	N/A	N/A	false
Y87G2A.5	0.9044412814189312	0.5637845362067487	0.9995692703162754	0.014234010694899433	false
F21G4.2	N/A	N/A	N/A	N/A	false
Y87G2A.3	0.5	N/A	N/A	N/A	false
Y73B6BL.33	N/A	N/A	N/A	N/A	false
T23G11.3	N/A	N/A	N/A	N/A	false
Y73B6BL.32	0.8513504562512781	0.9881063302311409	0.9995692703162754	0.05394614014686286	false
F20D6.11	0.5798520486093754	0.014566267772119198	0.0628360750113301	0.27798750453303595	true
Y73B6BL.30	N/A	N/A	N/A	N/A	false
F42C5.9	0.810479289282962	0.21611034846744992	0.9995692703162754	0.0226007636529934	false
F42C5.8	0.9483507067551619	0.9104627822266926	0.9995692703162754	0.01005212920468635	false
F43H9.2a	N/A	N/A	N/A	N/A	false
C37H5.6a	0.8836010169499304	0.3006667024235488	0.9995692703162754	0.009092033837019222	false
H06O01.3	0.6131176877612765	0.08484612693766845	0.8876725001927377	0.1168025335670714	false
K02A11.3	N/A	N/A	N/A	N/A	false
H06O01.1	0.8955554409784635	0.47266581240120376	0.9995692703162754	5.510073975956654E-4	false
R107.7	0.8831008129330504	0.7729843429318364	0.9995692703162754	0.02294202209582028	false
C32E8.9	0.7285365533897722	0.5264706831347354	0.9995692703162754	0.06142817473329277	false
R107.6	N/A	N/A	N/A	N/A	false
F52B10.1	0.9889694041867957	7.843418739894247E-4	0.0	0.01115362696409652	false
R107.2	N/A	N/A	N/A	N/A	false
K02B7.3b	N/A	N/A	N/A	N/A	false
K11E4.4a	N/A	N/A	N/A	N/A	false
C32E8.3	0.8949346052908158	0.9042356965071041	0.9995692703162754	0.02405656358262921	false
K02B7.3a	N/A	N/A	N/A	N/A	false
Y73B6BL.25	N/A	N/A	N/A	N/A	false
Y73B6BL.24	0.8618436338853425	0.5625282007375705	0.9995692703162754	0.010579768757711447	false
F11C3.3	0.9372622060360826	0.9471389120691256	0.9995692703162754	0.020119087700507726	false
C34F11.6	0.8599645753036201	0.3310516675496257	0.9995692703162754	0.007995829466400787	false
F21F3.1	N/A	N/A	N/A	N/A	false
T24C4.1	0.8942710308760055	0.8643819172278279	0.9995692703162754	0.036547020930422405	false
C34F11.4	0.8582629435060379	0.3310516675496257	0.9995692703162754	0.0061982991833994545	false
H27M09.4	0.8536416782925994	N/A	N/A	0.039420918528652094	false
H27M09.2	0.784923115176254	0.5701800377079087	0.9995692703162754	0.03341434658549722	false
Y40B1B.6	N/A	N/A	N/A	N/A	false
C16C10.6	N/A	N/A	N/A	N/A	false
H01M10.3	N/A	N/A	N/A	N/A	false
Y40B1B.5	0.8037310499809424	0.914565282409659	0.9995692703162754	0.06380271965143595	false
C33H5.12c	N/A	N/A	N/A	N/A	false
C16C10.4	N/A	N/A	N/A	N/A	false
K09B11.9b	0.81638593032528	N/A	N/A	0.0510493202722157	false
C16C10.3	N/A	N/A	N/A	N/A	false
F52E4.7	N/A	N/A	N/A	N/A	false
F52E4.6	0.8369413836586604	0.5956395233833562	0.9995692703162754	0.0250657759491265	false
F52E4.5	0.5673658784438421	0.6280477108204207	0.9995692703162754	0.1587919799093668	false
Y54G11A.13	0.8676754597499201	0.569269731621351	0.9995692703162754	0.012429500947924629	false
F54G8.3	N/A	N/A	N/A	N/A	false
K08D8.6	0.4743643611756662	N/A	N/A	0.5057744062294777	true
M03A1.6d	0.45238095238095244	N/A	N/A	N/A	false
K08D8.3	N/A	N/A	N/A	N/A	false
C06G3.10	N/A	N/A	N/A	N/A	false
M03A1.6a	0.46753246753246747	N/A	N/A	N/A	false
C01F6.8a	N/A	N/A	N/A	N/A	false
R08F11.1	N/A	N/A	N/A	N/A	false
F45H10.1b	0.8242822130593707	0.6677318525677681	0.9995692703162754	0.019255054916719735	false
F45H10.1a	0.7924677223970669	0.28482076879584983	0.9995692703162754	0.009317882458234379	false
R07B7.5	N/A	N/A	N/A	N/A	false
F26E4.9	0.8583458871574057	0.8249747180827489	0.9995692703162754	0.046435132590813326	false
Y41D4B.19b	0.36441253873132984	0.001555875598862612	0.0	0.9190141737604701	true
Y41D4B.19a	N/A	N/A	N/A	N/A	false
ZK783.2	0.7588631204802976	0.504272831027858	0.9995692703162754	0.01688077970462908	false
B0286.4a	N/A	N/A	N/A	N/A	false
F26E4.6	0.7158189320960568	N/A	N/A	0.22870690295616233	true
R53.5	0.8962171817667807	0.91461008666711	0.9995692703162754	0.04008703635662157	false
ZK228.3	N/A	N/A	N/A	N/A	false
R53.4	0.8952832795803305	0.970779323819136	0.9995692703162754	0.04765267617048798	false
F26E4.1	0.8459369616021184	N/A	N/A	0.005471036171930146	false
R53.2	0.7283116250338647	0.6558384426404894	0.9995692703162754	0.06205512110444185	false
VZK822L.1b	N/A	N/A	N/A	N/A	false
VZK822L.1a	N/A	N/A	N/A	N/A	false
B0310.5	0.7350045290497783	N/A	N/A	0.19459845481729898	false
F41D9.3e	0.7047703542474835	N/A	N/A	0.07116131502186543	false
F54F7.3	0.7976113921589448	0.4238157208539972	0.9995692703162754	0.04050734407437676	false
F41D9.3c	0.6713457154481107	N/A	N/A	0.05721917299003596	false
T05G5.6	0.8368696923258274	0.7314764518347681	0.9995692703162754	0.035261257332142325	false
K08C7.6	N/A	N/A	N/A	N/A	false
K08C7.5	0.7338980590182759	N/A	N/A	0.20542156290093272	true
F41D9.3a	0.7255496507626148	0.9211331362727418	0.9995692703162754	0.16732534785827088	false
ZK546.14a	N/A	N/A	N/A	N/A	false
K08C7.2	N/A	N/A	N/A	N/A	false
MTCE.35	N/A	N/A	N/A	N/A	false
MTCE.31	0.8314218523082476	N/A	N/A	0.18614059408171368	false
F10E7.7	0.8810797492738148	0.9808828655846996	0.9995692703162754	0.0523534618880337	false
F10E7.5	N/A	N/A	N/A	N/A	false
F10E7.4	N/A	N/A	N/A	N/A	false
Y40B10A.1b	0.8342293329592566	0.7777992679845629	0.9995692703162754	0.04300964172315401	false
T23E7.2e	0.6595122991813324	N/A	N/A	0.10388223044877584	false
F13C5.2	0.7098957511979177	0.8997198304747077	0.9995692703162754	0.20942393250012395	true
T23E7.2c	0.6120479830192952	N/A	N/A	0.11010539394041298	false
T23E7.2b	0.6553260470710965	N/A	N/A	0.0903329632183602	false
F25H9.6	N/A	N/A	N/A	N/A	false
F36G3.2	0.6802501493926677	0.20507263096630718	0.9995692703162754	0.019385586254614194	false
F56H11.4	0.7380952380952381	N/A	N/A	0.15357861245802332	false
F09G2.8b	N/A	N/A	N/A	N/A	false
C01F6.6e	0.692198093632666	N/A	N/A	0.23568691526903165	true
ZK617.1f	0.9065971799614368	0.6604679822917486	0.9995692703162754	0.011990152490408721	false
C01F6.6c	0.7458867104633988	N/A	N/A	0.2553365446220199	true
ZK617.1e	0.9040056613528287	0.6499039567998733	0.9995692703162754	0.010040156546365243	false
C01F6.6b	0.7165169865042201	N/A	N/A	0.24106082553504032	true
C31C9.1b	0.7663561738409735	0.9447761763546049	0.9995692703162754	0.05625467521744087	false
ZK617.1d	0.9067969717796629	0.6499039567998733	0.9995692703162754	0.011880397647450178	false
C01F6.6a	0.7430823880777367	N/A	N/A	0.25887612214947797	true
C31C9.1a	0.7663561738409735	0.9447761763546049	0.9995692703162754	0.05625467521744087	false
ZK617.1b	0.9069309977368661	0.6499039567998733	0.9995692703162754	0.01188280119021739	false
B0238.13	N/A	N/A	N/A	N/A	false
F46H5.7a	0.7897531781799899	0.5721489433713545	0.9995692703162754	0.04827588437266777	false
B0238.11	N/A	N/A	N/A	N/A	false
B0238.10	N/A	N/A	N/A	N/A	false
MTCE.21	N/A	N/A	N/A	N/A	false
R05F9.12	0.8329236385318189	0.750814587994813	0.9995692703162754	0.033044881157569976	false
T14G8.3a	0.8576695981860526	0.8218244677001464	0.9995692703162754	0.04195198695834096	false
R05F9.10	0.8802052151663249	0.46222909588824346	0.9995692703162754	0.004577666859858028	false
T08D2.1	N/A	N/A	N/A	N/A	false
T10B11.3	N/A	N/A	N/A	N/A	false
W01C8.5b	N/A	N/A	N/A	N/A	false
T10B11.2	N/A	N/A	N/A	N/A	false
W01C8.5a	N/A	N/A	N/A	N/A	false
T10B11.1	0.8406498015873017	0.9989578564326178	0.9995692703162754	0.08078871023258102	false
ZC410.5b	0.8127762232675847	0.7718167470882049	0.9995692703162754	0.04058596376766364	false
ZC410.5a	0.8298985193403069	0.7554918373791664	0.9995692703162754	0.04956899000313929	false
Y119C1B.8a	N/A	N/A	N/A	N/A	false
Y71H2AM.6a	N/A	N/A	N/A	N/A	false
C01B10.11	0.6818567275095354	0.9191488622038502	0.9995692703162754	0.09875485838075523	false
R13A5.12	N/A	N/A	N/A	N/A	false
C01B10.10	N/A	N/A	N/A	N/A	false
F36F2.6	0.923076923076923	N/A	N/A	0.08333333333333329	false
ZK20.6	0.7132449938445499	0.740147686275656	0.9995692703162754	0.03627407812490836	false
R13A5.10	N/A	N/A	N/A	N/A	false
ZK20.5	0.789386439680729	0.9244664167716187	0.9995692703162754	0.08861954636174416	false
T05C12.7	0.9193856625602432	0.8157525400337489	0.9995692703162754	0.027422138864228823	false
ZK20.3	0.8428001525692425	0.9444019187793236	0.9995692703162754	0.05285469284073461	false
Y53G8B.4a	N/A	N/A	N/A	N/A	false
T28D9.1	0.8765366249904748	0.9538931734064888	0.9995692703162754	0.04612818540199471	false
T02G5.8	0.8405208763162678	0.07355144502833426	0.7809598170714704	0.05415340491371987	false
F54D5.8	0.820034102552837	0.05849726823597521	0.6136065769093293	0.04897753779364727	false
F53G12.10	0.9404244597913237	0.9469795277727837	0.9995692703162754	0.013539482504197484	false
T02G5.7	0.8987295701945198	0.9610450723302297	0.9995692703162754	0.03401274458842751	false
F54D5.7	0.90000341249264	0.9666853352006114	0.9995692703162754	0.03440687389381513	false
Y71H2AM.20a	0.7339733119886566	0.3889741787821061	0.9995692703162754	0.023888311443022326	false
MTCE.11	N/A	N/A	N/A	N/A	false
T02G5.4	0.8030752227699333	0.13017545979957856	0.9995692703162754	0.03346742184949867	false
F54D5.3	0.7772318679406087	0.9753644198258163	0.9995692703162754	0.10900088150112555	false
C28H8.11c	N/A	N/A	N/A	N/A	false
C42D4.8	N/A	N/A	N/A	N/A	false
C28H8.11b	0.6405185431514193	0.946713456362133	0.9995692703162754	0.3118194020342556	true
C28H8.11a	0.7644705460599376	0.9876153800881805	0.9995692703162754	0.12087094687672469	false
C47D12.6a	0.8148623062269178	0.17457892042640283	0.9995692703162754	0.0368827052981751	false
C23G10.8	N/A	N/A	N/A	N/A	false
C29F3.1	0.8748214527963573	0.29647949805118523	0.9995692703162754	0.011118160303288747	false
C42D4.1	0.8418215050477297	0.13048413610432616	0.9995692703162754	0.019090834263169577	false
C45B2.5	N/A	N/A	N/A	N/A	false
C23G10.3	0.9370042226628207	0.9520344484109475	0.9995692703162754	0.026707742132532696	false
C45B2.2	1.0	N/A	N/A	0.0	false
C45B2.1	0.8033577960473587	0.9515249789620868	0.9995692703162754	0.08676774984812231	false
F39B2.11	N/A	N/A	N/A	N/A	false
F39B2.10	0.7127384148998271	0.7847696855600849	0.9995692703162754	0.08756484702738569	false
M01F1.2	0.8889625887205476	0.9742941323478815	0.9995692703162754	0.0530646763871272	false
ZK1307.1b	0.6799930374159058	0.3038998527864072	0.9995692703162754	0.07790286596177913	false
C11D2.7	0.6150998205402496	N/A	N/A	N/A	false
ZK1307.1a	0.7968483503753614	0.8344483823630134	0.9995692703162754	0.050676641861890734	false
F26B1.3	0.8276838768431807	0.9773478707579073	0.9995692703162754	0.0951012814005614	false
C01A2.4	N/A	N/A	N/A	N/A	false
R09A8.3	0.5066516305265093	N/A	N/A	0.4782805819681653	true
C18G1.4b	0.7986648173790605	0.11058370875816873	0.9995692703162754	0.03003950775976488	false
Y105C5B.9	0.8357574690469312	0.02370846699761179	0.1624792021044217	0.06389335045949052	false
C17G10.9b	0.8980612320884457	0.26668160011519887	0.9995692703162754	0.005974553043422128	false
C17G10.9a	0.9038237351023687	0.5130314020561035	0.9995692703162754	9.658269282108768E-5	false
R151.7b	0.8124684437619631	0.7671685299884867	0.9995692703162754	0.05515386327612127	false
Y105C5B.5	0.859231703749287	0.5908183477040996	0.9995692703162754	0.02671503317983719	false
JC8.8	0.8649563982659796	0.7597898233841919	0.9995692703162754	0.03148226186793489	false
R151.7a	0.78431064536416	0.35211119309403377	0.9995692703162754	0.010077326120277251	false
ZK418.9b	0.7954307207434886	0.23164727952966035	0.9995692703162754	0.01671729808542448	false
Y54E10A.9a	0.7300004234484475	0.012149854352436871	0.04931030455601262	0.14378420165618472	false
F54C4.2	N/A	N/A	N/A	N/A	false
ZK418.9a	0.794987821581744	0.1895409289384921	0.9995692703162754	0.021111339318356497	false
C04F12.10	N/A	N/A	N/A	N/A	false
D2089.5	N/A	N/A	N/A	N/A	false
H04M03.4	0.7660414815499913	0.9578987789797864	0.9995692703162754	0.12061422435133592	false
ZC477.9c	0.7374998761545907	0.97083487430071	0.9995692703162754	0.1446981069033148	false
H04M03.3	0.6666666666666667	N/A	N/A	N/A	false
JC8.2	N/A	N/A	N/A	N/A	false
F59C6.5	0.8614561587810323	0.7097930048878609	0.9995692703162754	0.012030068368632262	false
Y57G11B.5	0.8528441770515963	0.9854472459141945	0.9995692703162754	0.0573986945504447	false
R12A1.4	0.7310905340397028	0.9903699725632498	0.9995692703162754	0.1698625596816861	false
F40F4.4b	0.8810782404112211	0.935028468158458	0.9995692703162754	0.02730828695359954	false
M03A1.1b	N/A	N/A	N/A	N/A	false
F13D12.6	0.7809449853584897	0.9983759589370295	0.9995692703162754	0.14611847317828655	false
T18H9.2b	0.8586786985391157	0.47992759511224137	0.9995692703162754	0.012905026826468971	false
R06B9.4	N/A	N/A	N/A	N/A	false
F13D12.2	0.9100215933421496	0.6460209209713863	0.9995692703162754	0.00986586460269001	false
ZK121.1b	0.7983558273151125	0.13875654199153167	0.9995692703162754	0.057570859126673764	false
ZK121.1a	0.7993127314606356	0.14009686774131677	0.9995692703162754	0.04604294810482665	false
C08B11.9	0.18181818181818177	N/A	N/A	N/A	false
W08G11.4	0.8091589586096429	0.3931435625053451	0.9995692703162754	0.027454052296063947	false
C23H5.9	0.8667015695008978	0.7638938472625925	0.9995692703162754	0.009330133740524672	false
C08B11.7	0.7156987111643761	0.2982440074898961	0.9995692703162754	0.07527619926481885	false
T20D3.11a	N/A	N/A	N/A	N/A	false
C25A1.10b	0.8001329508213191	0.06523384889383915	0.6870202209324096	0.06390616929690579	false
R05D11.8	N/A	N/A	N/A	N/A	false
K10D3.4	0.729232322267661	0.9796033105367541	0.9995692703162754	0.15445053041382645	false
C25A1.10a	0.8019748159878272	0.05825893829739317	0.6136065769093293	0.06367064202870967	false
C08B11.4	N/A	N/A	N/A	N/A	false
F15D3.1a	N/A	N/A	N/A	N/A	false
Y53G8B.2	0.6223929608683726	N/A	N/A	0.1626504641954153	false
R05D11.6	N/A	N/A	N/A	N/A	false
K08D12.3b	1.0	N/A	N/A	N/A	false
K08D12.3a	0.8610741194288609	0.9797697188028904	0.9995692703162754	0.05836352342823946	false
T21D12.12	0.8413334361248065	0.9997079755665154	0.9995692703162754	0.09808613477304515	false
F35C12.3c	N/A	N/A	N/A	N/A	false
R05D11.3	0.878562994139008	0.6394561066092201	0.9995692703162754	0.023781379774882195	false
C05D9.3	0.8235399779141201	0.9039503475532109	0.9995692703162754	0.05105158923471817	false
F54B3.3	0.9192212950420667	0.906412021057188	0.9995692703162754	0.024603314797861438	false
C05D9.1	0.6831020301890005	N/A	N/A	0.024059895588052105	false
H34I24.2	0.7300236746589047	0.5296224399468635	0.9995692703162754	0.09214168141035399	false
B0212.3	N/A	N/A	N/A	N/A	false
B0212.1	N/A	N/A	N/A	N/A	false
F28A12.4	0.8638584055420169	0.8316768439874945	0.9995692703162754	0.043908196044298214	false
C33F10.14	0.6717285890648638	0.15192253775463702	0.9995692703162754	0.0159491662546483	false
F10A3.4	N/A	N/A	N/A	N/A	false
F46H5.3a	0.8211508470787513	0.07171925761739609	0.7674447507569937	0.06037459825329335	false
R09H10.5	0.67806062355181	0.8771029506107488	0.9995692703162754	0.18830859247671264	false
F22F7.5	N/A	N/A	N/A	N/A	false
T25C8.2	0.9622194275227888	0.9947134334759011	0.9995692703162754	0.004361886418718974	false
F28B3.8	0.8532921469085782	0.2760573660138304	0.9995692703162754	0.00466311676762006	false
Y53F4B.13d	N/A	N/A	N/A	N/A	false
T23G5.2a	N/A	N/A	N/A	N/A	false
Y53F4B.13a	0.242572679972054	N/A	N/A	N/A	false
K10C2.4	0.8916802850055908	0.9376931103574077	0.9995692703162754	0.027441224234806234	false
K10C2.3	N/A	N/A	N/A	N/A	false
C05C8.7	N/A	N/A	N/A	N/A	false
K10C2.1	0.724974646292783	0.9428185907346605	0.9995692703162754	0.12463749895111463	false
C05C8.3	0.8409607194696264	0.5822202021375281	0.9995692703162754	0.003752400241718279	false
K01A2.2b	0.7753581551277838	N/A	N/A	0.023584448410469694	false
K01A2.2a	0.8142095001997828	0.6653510054884251	0.9995692703162754	0.03693847842103899	false
T06H11.4	N/A	N/A	N/A	N/A	false
D1037.4	0.790893622394404	0.15219285074192493	0.9995692703162754	0.03725086300862217	false
D1037.3	0.8493914394064993	0.8471757745621777	0.9995692703162754	0.042427208080021164	false
B0564.1a	N/A	N/A	N/A	N/A	false
T20B5.1	0.877570696865484	0.49109882785762876	0.9995692703162754	0.018341709652078195	false
Y55B1BM.1c	N/A	N/A	N/A	N/A	false
C23G10.4b	0.8896732020062793	0.9433072100698415	0.9995692703162754	0.056886597448912134	false
Y55B1BM.1a	N/A	N/A	N/A	N/A	false
C23G10.4a	0.8853004319061916	0.9892240744180096	0.9995692703162754	0.06448457712129665	false
T02H6.1a	N/A	N/A	N/A	N/A	false
ZC410.2	0.7526342944982025	0.9443058706307366	0.9995692703162754	0.08859631885865132	false
