Protein	Corr_DrugRep_avg_ContRep_avg	PValue	FDR	Fold-change 	Fold-change 
T08B2.9a	0.8469045193033754	0.9861468985093029	1.0	0.09993961402498962	false
Y17G9B.3	N/A	N/A	N/A	N/A	false
W07B8.5	0.871875	0.999096584209321	1.0	0.07048984468339302	false
H06I04.3c	N/A	N/A	N/A	N/A	false
H06I04.3b	N/A	N/A	N/A	N/A	false
H06I04.3a	N/A	N/A	N/A	N/A	false
C01A2.4	N/A	N/A	N/A	N/A	false
M03A1.6e	N/A	N/A	N/A	N/A	false
M03A1.6d	N/A	N/A	N/A	N/A	false
M03A1.6c	N/A	N/A	N/A	N/A	false
M03A1.6b	N/A	N/A	N/A	N/A	false
M03A1.6a	N/A	N/A	N/A	N/A	false
F13H10.4c	N/A	N/A	N/A	N/A	false
F13H10.4b	N/A	N/A	N/A	N/A	false
F13H10.4a	N/A	N/A	N/A	N/A	false
T22D1.10	0.7538089113470334	0.010810060628593358	0.1152686431767107	0.11017194708290094	false
F53F1.3	0.7711118763129072	0.25981198160403185	1.0	0.04273774664466479	false
F53F1.2	0.9046171201778839	0.8744442798138214	1.0	0.03189808319944902	false
T08B2.7c	0.9149136151280777	0.01333818661849385	0.14206653548711848	0.02637976047130476	false
T08B2.7b	0.9181402139371546	0.015973329199712553	0.16787561482683436	0.01892356230195299	false
T08B2.7a	0.9181402139371546	0.015973329199712553	0.16787561482683436	0.01892356230195299	false
Y71F9AL.13b	0.9268797315309775	0.6079765845943893	1.0	0.017610908428008446	false
Y71F9AL.13a	0.9294606033685154	0.5006923331069336	1.0	0.01280862282393261	false
C23F12.1d	0.6698298231532528	N/A	N/A	N/A	false
R53.5	0.8886012771326375	0.5843389620746359	1.0	0.031859943085074865	false
C23F12.1c	0.6698298231532528	N/A	N/A	N/A	false
R53.4	0.8897399602948687	0.6343166290893691	1.0	0.04171929616933291	false
C23F12.1a	0.6698298231532528	N/A	N/A	N/A	false
R53.2	0.7300444360688165	0.7244165913302398	1.0	0.0642813982405004	false
F10C1.8a	N/A	N/A	N/A	N/A	false
W07E11.1	0.8267501907753281	0.9579622200558465	1.0	0.07473233324802597	false
W06H3.3	0.825719750719249	0.6365732343072765	1.0	0.00702716698837305	false
W06H3.1	N/A	N/A	N/A	N/A	false
Y106G6H.3c	0.9215402808502806	0.4681683461512271	1.0	0.0040812759136820715	false
Y106G6H.3a	0.9146931820381586	0.7223767279296569	1.0	0.008537994304985193	false
Y53G8B.2	0.6223929608683726	N/A	N/A	0.1626504641954153	false
Y55F3BR.6	0.7472383893794143	0.016259308635791555	0.16968222326454035	0.14559993942921365	false
F13H10.2b	0.5081120531166583	0.0717011827876824	0.8055244005525432	0.21998306605003612	true
F36G3.2	0.6911295518193156	0.16155754943777173	1.0	0.0033389478326361316	false
F13H10.2a	0.5081120531166583	0.0717011827876824	0.8055244005525432	0.21998306605003612	true
Y55F3BR.1	N/A	N/A	N/A	N/A	false
Y22F5A.3b	N/A	N/A	N/A	N/A	false
F10C1.7c	N/A	N/A	N/A	N/A	false
Y22F5A.3a	N/A	N/A	N/A	N/A	false
F10C1.7a	N/A	N/A	N/A	N/A	false
C35A5.8	N/A	N/A	N/A	N/A	false
M01A10.2f	N/A	N/A	N/A	N/A	false
M01A10.2e	N/A	N/A	N/A	N/A	false
Y106G6H.2c	0.9195250247906847	0.966581313359208	1.0	0.0483288969636498	false
M01A10.2a	N/A	N/A	N/A	N/A	false
Y106G6H.2b	0.9153622045075901	0.9825479922806394	1.0	0.048787050203597984	false
Y106G6H.2a	0.9225423287556838	0.9892626571110053	1.0	0.04717954054333839	false
ZK616.4	0.8035786887783386	0.24022761896299313	1.0	0.025427563932160297	false
ZK593.7	0.8774615853310351	0.39042027856584627	1.0	0.0016250969024571335	false
C49A9.5	N/A	N/A	N/A	N/A	false
C27C12.7	0.7790731842823926	0.9997973107885901	1.0	0.20061315654915948	true
F35G12.4c	N/A	N/A	N/A	N/A	false
F35G12.4b	N/A	N/A	N/A	N/A	false
Y40B1B.6	N/A	N/A	N/A	N/A	false
F35G12.4a	N/A	N/A	N/A	N/A	false
Y40B1B.5	0.7871228944105878	0.654685811524874	1.0	0.044049120579445045	false
ZK1193.2	N/A	N/A	N/A	N/A	false
K04F1.15	0.857736860349909	0.05230135414126623	0.631635956351813	0.016096801035470336	false
C42D8.5a	0.5748052039415017	0.06513962009382494	0.7376268548524646	0.0988881871825127	false
C05D11.12	0.8769753709219821	0.8454254897247432	1.0	0.06727558980299436	false
C05D11.10	N/A	N/A	N/A	N/A	false
K07G5.1	N/A	N/A	N/A	N/A	false
Y45G12B.1c	0.9244561308670611	0.9853427562027319	1.0	0.04603226306849629	false
Y45G12B.1b	0.9131597903972366	0.9955290968274412	1.0	0.06122216741637124	false
Y45G12B.1a	0.9227549622696537	0.9886596759293523	1.0	0.05063283369088306	false
Y40G12A.1	N/A	N/A	N/A	N/A	false
H19M22.2d	N/A	N/A	N/A	N/A	false
M03A1.1b	N/A	N/A	N/A	N/A	false
H19M22.2b	0.8701208886105272	0.6161374473852111	1.0	0.020297978875338265	false
M03A1.1a	N/A	N/A	N/A	N/A	false
H19M22.2a	0.8830227743271222	0.649156667465678	1.0	0.027315107276667513	false
Y110A7A.19	0.7765885860590166	0.34844270561595486	1.0	0.010601996829613599	false
Y110A7A.18	0.7293671195127164	0.949040429404201	1.0	0.13066518206227803	false
Y110A7A.16	N/A	N/A	N/A	N/A	false
Y110A7A.14	0.7794634083104129	0.5172273998932211	1.0	0.03390097282841264	false
Y110A7A.13	N/A	N/A	N/A	N/A	false
F31D4.3	0.8353567315672399	0.033358790694004464	0.3900956334791312	0.05019556781455129	false
Y110A7A.12	0.8968010309778713	0.9968899492879196	1.0	0.056061311187616966	false
F31D4.2	N/A	N/A	N/A	N/A	false
F31D4.1	N/A	N/A	N/A	N/A	false
Y110A7A.10	N/A	N/A	N/A	N/A	false
F09E10.8b	N/A	N/A	N/A	N/A	false
F09E10.8a	N/A	N/A	N/A	N/A	false
